Department,Department Name,Division,Gender,Base Salary,2025 Overtime Pay,2025 Longevity Pay,Grade
DOT,Department of Transportation,DOT 50 Highway Administration,M,102711,0,0,19
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,34.66,4279.43,16
FRS,Fire and Rescue Services,FRS 45 Logistics,F,98322,0,0,N18
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,28292,0,0,10
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,79804.7,2723.68,0,14
REC,Department of Recreation,REC 72 Senior Programs,F,112166,0,0,21
ABS,Alcohol Beverage Services,ABS 85 Director's Office,F,107879.45,0,0,N21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,93655,2030.24,0,T1
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,38009.28,0,0,12
DOT,Department of Transportation,DOT 50 Highway Administration,M,117252,16014.37,0,22
REC,Department of Recreation,REC 72 Facilities Division,F,102442.7,573.81,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,107568.52,2414.08,0,N25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,92514,4363.11,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,89818.8,4363.11,0,T1
LIB,Department of Public Libraries,LIB 71 Collection Management,F,71563.89,0,0,13
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,102219.89,17058.07,0,T2
REC,Department of Recreation,REC 72 Aquatic Team Management,F,122603,0,0,N23
FRS,Fire and Rescue Services,FRS 45 Fifth Battalion - Administration,M,120974,75.64,0,B1
ABS,Alcohol Beverage Services,ABS 85 Goshen Crossing,M,79058.76,382.28,0,14
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,28788,0,0,5
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,90149,524.46,0,16
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,M,38009,558.88,0,12
REC,Department of Recreation,REC 72 Youth Development Youth Services,M,113784.75,0,0,N23
REC,Department of Recreation,REC 72 Aquatic Team Management,M,116611.29,1262.17,0,N23
ABS,Alcohol Beverage Services,ABS 85 White Oak,F,56237.74,320.01,0,12
FRS,Fire and Rescue Services,FRS 45 Station 31,M,109965,94807.87,0,F4
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,87116,27739.32,0,F3
COR,Correction and Rehabilitation,COR 42 DS Detention Services,M,57576,0,0,5
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,107323,11043.69,0,20
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,88655.34,0,0,18
REC,Department of Recreation,REC 72 Special Programs,M,86033.53,0,0,18
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,107323,0,0,20
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,71646.03,24024.67,0,12
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,32226.13,0,0,8
POL,Department of Police,POL 47 CRB Policy and Planning Division,F,174641.65,0,0,M3
DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,M,102711,481.47,0,N19
OHR,Office of Human Resources,OHR 33 Professional Learning and Org Development,F,94234.44,0,0,N22
CEC,Community Engagement Cluster,CEC 16 Gilchrist Center,F,85958.38,341.09,0,16
ABS,Alcohol Beverage Services,ABS 85 Flower Avenue,M,76583.63,375.05,0,14
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,88918.86,973.49,0,N18
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,F,78361.41,734.3,0,14
POL,Department of Police,POL 47 PSB 6th District Community Action Team,F,108963,668,0,P4
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,94797.38,18472.96,0,T1
DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,M,77375.76,1270.64,0,N19
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,125207,50859.06,0,B1
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,28788,0,0,5
LIB,Department of Public Libraries,LIB 71 Olney Library,F,77924.1,0,0,13
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,83498.78,657.56,0,N18
FRS,Fire and Rescue Services,FRS 45 Station 12,M,69855,15026.43,0,F2
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,67088,5348.35,0,9
POL,Department of Police,POL 47 MSB Training and Education Division,F,70056,454.7,0,P1
ABS,Alcohol Beverage Services,ABS 85 Hampden Lane,F,79804.7,117.46,0,14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,93654.81,1970.79,0,T1
ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,71646.03,131.12,0,12
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,99453,36320.29,0,C5
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,F,87044.18,0,0,16
ABS,Alcohol Beverage Services,ABS 85 Montrose,M,82745,1100.88,0,14
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,287.84,0,16
DOT,Department of Transportation,DOT 50 Highway Administration,M,145627.03,0,0,M3
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,86326.04,0,0,N18
ABS,Alcohol Beverage Services,ABS 85 Cabin John,M,82745,0,0,14
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Loading,M,69684.52,11201.62,0,12
FIN,Department of Finance,FIN 32 Safety,F,147495.07,0,0,M3
POL,Department of Police,POL 47 PSB 3rd District Special Assignment Team,M,122560,56475.39,0,P5
REC,Department of Recreation,REC 72 Aquatic Team Management,M,90964.03,0,0,21
FRS,Fire and Rescue Services,FRS 45 Station 15,M,99181,46235.13,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 32,M,141187,8443.75,0,B2
REC,Department of Recreation,REC 72 Youth Development,F,120623.76,0,0,N23
LIB,Department of Public Libraries,LIB 71 Collection Management,F,71563.89,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Director's Office,F,98322,0,0,18
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,141187,58767.05,0,B2
REC,Department of Recreation,REC 72 Senior Programs,M,97977.67,0,0,18
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,F,123096.91,8078.47,0,24
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86352,6703.99,0,15
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,67088,1910.36,0,9
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,89195.96,279.68,0,N18
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO System Center Configuration Management,M,141088.62,0,0,N28
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,66968.54,0,0,13
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,77808.02,0,0,13
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,0,0,16
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,79296,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Cabin John,M,86434.63,159.63,0,N18
LIB,Department of Public Libraries,LIB 71 Materials Delivery,M,76018,0,0,12
ABS,Alcohol Beverage Services,ABS 85 King Farm,F,60814.4,131.71,0,12
ABS,Alcohol Beverage Services,ABS 85 Wheaton,M,60814.4,1366.09,0,12
FRS,Fire and Rescue Services,FRS 45 Station 31,M,109965,56918.39,0,F4
CCL,County Council,CCL 01 Council Members and Staff,M,53384.69,0,0,N22
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,99823.04,0,0,24
LIB,Department of Public Libraries,LIB 71 Aspen Hill Library,F,107291.71,0,0,21
CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,84339.3,1406.98,0,N16
ABS,Alcohol Beverage Services,ABS 85 Cloverly,M,58039.79,0,0,12
FRS,Fire and Rescue Services,FRS 45 Emergency Medical And Integrated Healthcare Services,F,144439.74,0,0,M3
FRS,Fire and Rescue Services,FRS 45 Station 16,M,125207,67590.25,0,B1
POL,Department of Police,POL 47 PSB 1st District Special Assignment Team,M,112778,10784.37,0,P4
REC,Department of Recreation,REC 72 Office of the Director,F,92700,0,0,N18
FRS,Fire and Rescue Services,FRS 45 Station 17,F,103472,25665.44,0,F3
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,68620,10260.44,0,C4
ABS,Alcohol Beverage Services,ABS 85 Darnestown,M,82745,1563.58,0,14
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,103472,47184.78,0,F3
ABS,Alcohol Beverage Services,ABS 85 White Oak,M,32202.94,1348.19,0,12
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,72100,0,0,18
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,94915.84,531.65,0,21
PIO,Office of Public Information,PIO 23 Cable Programming,F,112166,0,0,N21
DOT,Department of Transportation,DOT 50 Highway Administration,M,113351.59,23694.75,0,22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,93654.81,13808.88,0,T1
REC,Department of Recreation,REC 72 Facilities Division,F,80986.78,0,0,18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,94797.08,25307.63,0,T1
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,F,134086,0,0,N25
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,M,116969.23,0,0,N23
DGS,Department of General Services,DGS 36 Central Duplicating,M,107323,13581.06,0,N20
LIB,Department of Public Libraries,LIB 71 Detention Center Library,F,58046.18,0,0,21
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,39647.9,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Westwood,M,54740.44,119.35,0,12
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,79296,0,0,13
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,F,76592.02,20739.08,0,N18
LIB,Department of Public Libraries,LIB 71 Olney Library,F,39648,0,0,13
REC,Department of Recreation,REC 72 Facilities Division,F,78148.11,0,0,18
COR,Correction and Rehabilitation,COR 42 MBHS Medical and Behavioral Health Services,M,98322,20253.37,0,18
DOT,Department of Transportation,DOT 50 Transit Central Communication,F,98322,2224.39,0,18
DPS,Department of Permitting Services,DPS 75 Zoning and Site Plan Compliance,F,112166,323.56,0,21
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,65680.86,0,0,16
DOT,Department of Transportation,DOT 50 Highway Administration,M,126141.22,0,0,N25
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,112166,4080.85,0,N21
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,86852.8,4480.62,0,N17
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,85657.35,0,0,18
ABS,Alcohol Beverage Services,ABS 85 Kingsview,F,60814.4,462.55,0,12
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86352,11813.57,0,15
FRS,Fire and Rescue Services,FRS 45 Station 15,M,103472,0,0,F3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,76762.9,0,0,16
FRS,Fire and Rescue Services,FRS 45 Station 3,M,113815,4664.72,0,F4
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,93655,3381.18,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,93655.37,69996.62,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,97081,13156.97,0,T1
ABS,Alcohol Beverage Services,ABS 85 Burtonsville,F,56349.31,240.56,0,12
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,77721.38,1630.15,0,14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,93654.81,36408.17,0,T1
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,88832.78,20543.23,0,N17
ABS,Alcohol Beverage Services,ABS 85 King Farm,M,81577.85,771.23,0,14
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,112166,3969.14,0,21
CCL,County Council,CCL 01 Council Members and Staff,F,187490.56,0,0,LB3
LIB,Department of Public Libraries,LIB 71 White Oak Library,F,104192.94,0,0,21
LIB,Department of Public Libraries,LIB 71 Davis Library,M,39647.9,0,0,13
FRS,Fire and Rescue Services,FRS 45 Station 8,M,102653,19317.88,0,F4
DOT,Department of Transportation,DOT 50 Highway Administration,M,117252,18335.2,0,22
REC,Department of Recreation,REC 72 Facilities Division,F,88529.35,255.38,0,18
REC,Department of Recreation,REC 72 Aquatic Team Management,M,92796.64,0,0,21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,F,93655.37,19131,0,T1
FRS,Fire and Rescue Services,FRS 45 Station 33,M,98543,28547.51,0,F2
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,95939.35,15631.39,0,T1
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,127847.37,516.75,0,N24
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,M,134086,0,0,N25
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,113815,2610.18,0,F4
REC,Department of Recreation,REC 72 Facilities Division,F,112166,628.28,0,21
FRS,Fire and Rescue Services,FRS 45 Station 23,M,98543,234.76,0,F2
DOT,Department of Transportation,DOT 50 Parking Management Engineering and Capital Project Management,M,76018,2419.09,0,12
FRS,Fire and Rescue Services,FRS 45 Station 23,M,84172,34567.08,0,F3
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98322,5463.11,0,18
REC,Department of Recreation,REC 72 Aquatic Team Management,M,99194.21,0,0,21
LIB,Department of Public Libraries,LIB 71 Kensington Park Library,F,39333.82,0,0,13
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,0,0,16
DOT,Department of Transportation,DOT 50 Highway Services,M,86352,32470.3,0,15
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,69930,3624.63,0,10
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86352,0,0,15
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,65134,2409.72,0,9
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,112166,3732.35,0,N21
ABS,Alcohol Beverage Services,ABS 85 Kingsview,M,81639.22,1040.65,0,14
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,113815,44275.61,0,F4
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,24381.52,0,T1
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,102711,0,0,19
DOT,Department of Transportation,DOT 50 Development Review,M,134086,0,0,25
POL,Department of Police,POL 47 MSB Communications Division,F,120691.31,9823.98,0,N23
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,79296,0,0,13
DOT,Department of Transportation,DOT 50 Transportation Technical Center,M,96933.77,29936.7,0,18
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,116464.27,1175.86,0,22
COR,Correction and Rehabilitation,COR 42 DS Food Services,M,96797.67,29352.06,0,18
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,227.55,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,0,0,16
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,F,93654.81,15669.92,0,T1
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,118055.2,0,0,23
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,292.59,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,78880.38,126.24,0,16
CUS,Community Use of Public Facilities,CUS 70 Community Relations and Special Projects,F,98322,0,0,18
DEP,Department of Environmental Protection,DEP 80 Strategic and Administrative Services Division,M,139266.18,0,0,N30
REC,Department of Recreation,REC 72 Aquatic Team Management,F,90149,0,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107323,0,0,20
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98322,0,0,18
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,14650.2,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,25605.9,0,T1
DEP,Department of Environmental Protection,DEP 80 Monitoring and Planning,M,122603,0,0,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,64098.96,0,2673.51,24
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,92513.57,13280.7,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92513.57,13787.61,0,T1
